$VNWRG,06,14,1*44
$VNERR,0C*02
$VNWRG,05,115200,1*45
$VNYMR,+153.057,+001.338,+001.621,-00.2418,-00.0879,+00.4838,+00.249,-00.290,-09.971,+00.000498,+00.003715,-00.000066*69
$VNYMR,+153.057,+001.343,+001.624,-00.2408,-00.0890,+00.4815,+00.279,-00.277,-09.918,+00.000621,+00.001337,+00.000775*69
$VNYMR,+153.057,+001.346,+001.625,-00.2387,-00.0858,+00.4803,+00.259,-00.305,-09.969,-00.000701,+00.003229,-00.000117*63
$VNYMR,+153.058,+001.351,+001.627,-00.2367,-00.0869,+00.4848,+00.274,-00.293,-09.922,+00.001542,+00.003647,-00.000425*6F
$VNYMR,+153.058,+001.356,+001.630,-00.2398,-00.0869,+00.4826,+00.260,-00.289,-09.949,+00.000129,-00.000950,-00.000460*60
$VNYMR,+153.057,+001.356,+001.631,-00.2398,-00.0869,+00.4838,+00.251,-00.276,-09.949,+00.000605,-00.001888,-00.000486*67
$VNYMR,+153.057,+001.359,+001.633,-00.2429,-00.0857,+00.4839,+00.229,-00.288,-09.963,+00.000580,+00.000791,+00.000089*6E
$VNYMR,+153.056,+001.361,+001.634,-00.2387,-00.0858,+00.4814,+00.244,-00.262,-09.950,+00.000084,+00.001304,+00.000948*63
$VNYMR,+153.057,+001.366,+001.634,-00.2408,-00.0868,+00.4861,+00.215,-00.245,-09.931,-00.000268,+00.003898,+00.000558*65
$VNYMR,+153.057,+001.369,+001.636,-00.2387,-00.0858,+00.4837,+00.222,-00.281,-09.922,+00.001426,+00.000936,-00.000724*64
$VNYMR,+153.058,+001.372,+001.639,-00.2387,-00.0858,+00.4826,+00.241,-00.284,-09.936,+00.001529,+00.001986,+00.000525*6A
$VNYMR,+153.058,+001.375,+001.641,-00.2356,-00.0870,+00.4836,+00.268,-00.302,-09.971,+00.000740,+00.001722,-00.000124*6D
$VNYMR,+153.057,+001.376,+001.643,-00.2408,-00.0879,+00.4838,+00.268,-00.318,-09.936,+00.000126,+00.000229,+00.000264*68
$VNYMR,+153.057,+001.377,+001.644,-00.2387,-00.0837,+00.4826,+00.292,-00.280,-09.929,-00.001175,+00.000473,-00.000583*60
$VNYMR,+153.057,+001.380,+001.645,-00.2387,-00.0858,+00.4802,+00.264,-00.240,-09.961,+00.001037,+00.000726,-00.000861*6C
$VNYMR,+153.057,+001.382,+001.645,-00.2397,-00.0826,+00.4838,+00.256,-00.298,-09.967,+00.001325,+00.000551,-00.001368*6C
$VNYMR,+153.057,+001.385,+001.647,-00.2429,-00.0857,+00.4839,+00.271,-00.279,-09.955,+00.001602,+00.001803,-00.000099*60
$VNYMR,+153.057,+001.386,+001.649,-00.2408,-00.0879,+00.4826,+00.261,-00.307,-09.971,+00.001343,+00.001635,+00.001684*65
$VNYMR,+153.058,+001.390,+001.651,-00.2397,-00.0815,+00.4838,+00.233,-00.305,-09.932,-00.001001,+00.000946,+00.000530*66
$VNYMR,+153.057,+001.391,+001.653,-00.2367,-00.0880,+00.4836,+00.234,-00.275,-09.929,+00.000403,+00.001596,+00.000446*6D
$VNYMR,+153.058,+001.394,+001.653,-00.2408,-00.0858,+00.4838,+00.227,-00.274,-09.963,+00.000665,+00.000924,+00.000223*6C
$VNYMR,+153.058,+001.396,+001.654,-00.2418,-00.0836,+00.4827,+00.227,-00.281,-09.931,+00.000733,+00.000882,-00.000810*60
$VNYMR,+153.058,+001.399,+001.656,-00.2398,-00.0858,+00.4826,+00.241,-00.292,-09.965,+00.001044,+00.001470,-00.000484*6F
$VNYMR,+153.058,+001.400,+001.658,-00.2356,-00.0870,+00.4825,+00.249,-00.292,-09.969,+00.000498,-00.000830,-00.000113*69
$VNYMR,+153.058,+001.402,+001.658,-00.2418,-00.0858,+00.4827,+00.253,-00.291,-09.977,-00.001460,+00.001219,+00.000722*6D
$VNYMR,+153.058,+001.405,+001.660,-00.2387,-00.0880,+00.4837,+00.249,-00.268,-09.974,+00.001407,+00.001294,-00.000070*6E
$VNYMR,+153.059,+001.405,+001.660,-00.2387,-00.0869,+00.4802,+00.268,-00.298,-09.960,-00.001036,+00.001709,+00.000054*66
$VNYMR,+153.059,+001.409,+001.660,-00.2366,-00.0848,+00.4837,+00.294,-00.305,-09.934,-00.000811,+00.002849,-00.000508*69
$VNYMR,+153.060,+001.412,+001.662,-00.2397,-00.0858,+00.4826,+00.268,-00.296,-09.944,+00.001116,+00.002213,+00.000241*6B
$VNYMR,+153.060,+001.417,+001.664,-00.2387,-00.0826,+00.4838,+00.265,-00.298,-09.924,+00.000981,+00.002863,-00.000834*6E
$VNYMR,+153.061,+001.420,+001.665,-00.2397,-00.0847,+00.4838,+00.223,-00.274,-09.939,+00.001156,+00.001736,+00.000025*61
$VNYMR,+153.061,+001.422,+001.667,-00.2366,-00.0859,+00.4837,+00.231,-00.296,-09.975,+00.001347,+00.001249,-00.000111*67
$VNYMR,+153.061,+001.425,+001.668,-00.2408,-00.0858,+00.4838,+00.226,-00.298,-09.949,+00.000318,+00.001426,-00.000100*6D
$VNYMR,+153.062,+001.430,+001.670,-00.2367,-00.0869,+00.4825,+00.220,-00.269,-09.938,+00.000881,+00.000875,+00.000151*6F
$VNYMR,+153.062,+001.431,+001.670,-00.2387,-00.0858,+00.4791,+00.213,-00.267,-09.932,+00.001490,-00.000086,-00.000608*64
$VNYMR,+153.062,+001.432,+001.670,-00.2356,-00.0870,+00.4824,+00.224,-00.290,-09.942,-00.000433,+00.000270,-00.000234*63
$VNYMR,+153.062,+001.432,+001.670,-00.2387,-00.0858,+00.4814,+00.275,-00.301,-09.950,+00.001640,+00.001076,-00.000171*6E
$VNYMR,+153.061,+001.435,+001.671,-00.2367,-00.0869,+00.4836,+00.273,-00.299,-09.928,+00.000712,+00.001073,-00.000271*6F
$VNYMR,+153.061,+001.436,+001.672,-00.2377,-00.0869,+00.4825,+00.272,-00.303,-09.958,-00.000577,+00.000045,-00.000807*60
$VNYMR,+153.061,+001.438,+001.673,-00.2387,-00.0837,+00.4826,+00.269,-00.290,-09.977,+00.001826,+00.000680,-00.000048*66
$VNYMR,+153.062,+001.442,+001.676,-00.2387,-00.0880,+00.4837,+00.280,-00.294,-09.965,+00.000562,+00.002353,+00.000656*6B
$VNYMR,+153.062,+001.444,+001.676,-00.2377,-00.0869,+00.4849,+00.275,-00.269,-09.933,+00.000713,+00.001110,+00.000375*61
$VNYMR,+153.063,+001.447,+001.677,-00.2367,-00.0869,+00.4836,+00.270,-00.297,-09.918,+00.001192,+00.000959,+00.000188*6C
$VNYMR,+153.063,+001.453,+001.676,-00.2397,-00.0858,+00.4814,+00.241,-00.278,-09.949,-00.000191,+00.003476,+00.000949*60
$VNYMR,+153.064,+001.457,+001.678,-00.2387,-00.0880,+00.4837,+00.232,-00.272,-09.917,+00.001561,+00.002668,+00.000812*62
$VNYMR,+153.065,+001.462,+001.681,-00.2408,-00.0847,+00.4827,+00.226,-00.286,-09.936,+00.001207,+00.002174,+00.000758*68
$VNYMR,+153.065,+001.465,+001.682,-00.2387,-00.0848,+00.4814,+00.243,-00.299,-09.927,+00.000681,+00.002553,+00.000211*6C
$VNYMR,+153.066,+001.467,+001.684,-00.2408,-00.0858,+00.4803,+00.244,-00.277,-09.938,+00.002499,+00.001351,+00.001170*6E
$VNYMR,+153.067,+001.471,+001.685,-00.2398,-00.0869,+00.4838,+00.253,-00.293,-09.918,-00.000166,+00.003731,-00.000173*66
